	N120B	N123B	N124B	N126B	N130B	N131B	N138B	N140B	N144B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N155B	N158B	N160B	N161B	N163B	N164B	N165B	N166B	N169B	N171B	N172B	N176B	N178B	N179B	N182B	N185B	N186B	N187B	N188B	N189B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N205B	N210B	N212B	N214B	N215B	N216B	N217B	N218B	N221B	N222B	N224B	N226B	N228B	N229B	N232B	N233B	N234B	N235B	N238B	N239B	N240B	N242B	N243B	N245B	N246B	N247B	N248B	N250B	N254B	N255B	N256B	N259B	N261B	N265B	N267B	N268B	N269B	N270B	N153AB
EMIL2	6.022367813	7.443772393	6.153805336	5.678071905	6.292781749	6.917670434	6.491853096	7.903881846	6.77478706	5.116863758	6.733354341	5.469234794	6.740118043	6.183883459	6.809928866	6.711494907	5.727920455	7.561478892	6.289096702	5.719731057	6.395748328	7.589463893	6.102238194	5.694880193	5.82527683	6.03562391	6.537606691	6.707359132	6.5360529	5.197708158	6.539158811	6.785288981	7.816983623	5.070389328	7.175923742	6.059614856	6.240314329	5.862947248	7.333602628	6.316507819	6.050936965	6.44625623	7.05202456	6.666756592	5.697662633	6.429615964	6.417852515	6.605849867	7.016808288	6.230741003	6.934280594	5.236492618	6.002252452	6.321928095	4.95419631	6.76420813	6.057450272	6.325530332	6.123086751	6.232660757	6.617651119	7.821455119	6.289096702	6.263034406	6.965784285	6.261154673	6.692092375	5.462706751	7.074676686	6.165911939	6.197708158	6.211401637	5.623515741	7.224001674	6.675251386	7.054197294	6.183883459	7.205548911	5.791814071	6.03562391	6.108524457	5.129283017	6.008988783	6.17990909
FBN1	7.055282436	6.778734244	6.808642468	6.930737338	5.523561956	6.765534746	6.850499414	6.528258743	6.537606691	6.421223299	6.586464526	6.395748328	6.123086751	6.62497818	6.551516018	6.414473836	6.562242424	6.875288598	6.733354341	6.923624611	5.744161096	6.238404739	5.855491443	6.936637939	6.559185866	6.807354922	6.475733431	7.593951284	6.938991439	5.951867504	7.12722055	7.300123725	7.112700133	6.540709263	7.705977902	7.197708158	6.48703608	6.54225805	7.333602628	6.569855608	6.247927513	6.482202926	6.215290306	7.320123598	6.247927513	6.571373436	6.73470962	6.321928095	6.617651119	5.773468928	7.487840034	6.008988783	6.581953751	6.795715007	6.249824549	7.20261362	6.829088444	6.964629667	7.131342539	5.83541884	6.710117632	7.182890893	6.407692649	7.680183682	6.638073837	5.722466024	8.117902789	6.037821465	6.12722055	5.392317423	6.75087444	6.48864354	7.307428525	7.617651119	7.196725061	6.323730338	5.899659026	6.635173947	7.465974465	7.456970381	7.09592442	6.846744023	6.061776198	7.010108453
MFAP4	7.386293635	6.076815597	7.517275693	7.116863758	3.700439718	6.14363831	6.081083929	6.98982022	6.320123598	7.197708158	4.626439137	8.092228584	6.232660757	6.831623937	6.596935142	7.029011087	7.063934306	7.069315495	6.523561956	7.132371199	4.921245889	6.459431619	6.361066489	6.740118043	7.562242424	7.055282436	6.770829046	6.769507291	5.791814071	7.426264755	7.144658243	8.012903833	8.092228584	8.132885254	7.113742166	6.189824559	6.253611152	6.829088444	6.116863758	6.662490364	7.537606691	7.41869595	7.664625055	6.782670659	7.175923742	6.584962501	7.203592714	6.666756592	6.62935662	6.693486957	7.668884984	7.054197294	7.211401637	6.812498225	6.622051819	6.58345891	7.452858965	7.500642736	6.673839056	5.984133595	6.874059203	6.381975479	6.399171094	3.87774425	6.601399391	6.947198584	6.601399391	7.211401637	5.554588852	4.350497247	6.976134473	6.899659026	7.902073579	6.745506266	6.921245889	6.951867504	5.768184325	6.378511623	7.417852515	7.192785959	6.876516947	7.618385502	7.253611152	8.152791852
MFAP5	4.776103988	5.791814071	4.827819025	6.09592442	3.87774425	6.658211483	6.506208389	7.390598906	6.790511412	5.169925001	5.266786541	5.961160258	5.744161096	6.378511623	6.416164165	6.978424465	7.156841525	7.23935985	5.708739041	5.596935142	6.209453366	7.233619677	5.332707934	6.964629667	4.504620392	5.296457407	5.64096791	6.540709263	5.548436625	5.022367813	5.827819025	6.318316841	5.746850183	5.419538892	6.956521363	5.197708158	5.221103725	5.300123725	6.44625623	6.03562391	6.205548911	5.850499414	6.795715007	6.557655155	5.141596278	7.180903709	5.981852653	6.139551352	6.361066489	5.266786541	5.956521363	6.076815597	6.125155131	6.525129251	6.159871337	6.301953395	7.140574178	5.820178962	6.808642468	5.669593751	5.752213368	6.437960088	6.727920455	5.845490051	5.984133595	6.151777655	6.368069877	5.847996907	5.820178962	5.632268215	4.566815154	5.240314329	5.572889668	5.566815154	6.669593751	6.238404739	4.802193217	6.866660751	6.276124405	6.526694846	6.323730338	6.651051691	5.852997588	6.183883459
ANGL4	7.334496768	7.555356039	5.061776198	6.301953395	6.66106548	7.010108453	6.506208389	6.723831566	7.136478518	6.768184325	6.236492618	6.270528942	6.704595348	5.768184325	6.483815777	6.62058641	6.855491443	6.857905872	5.850499414	4.87774425	6.897240426	6.65458149	7.527477006	5.694880193	5.332707934	5.949534933	6.8008999	6.543805176	6.87897051	6.371558863	6.63227987	6.159871337	7.142617655	5.722466024	6.623515741	6.949534933	5.074676686	5.956521363	5.545350645	6.521992956	7.248876343	5.95419631	6.472487771	6.01346226	5.409390936	6.01346226	6.608809243	5.850499414	6.651051691	6.498250868	7.182890893	6.155830172	6.988684687	6.354028938	6.083213368	8.142107057	6.783980414	6.821455119	6.247927513	6.584962501	7.371558863	6.54225805	6.630813152	4.596935142	6.534497434	6.48058827	6.323730338	5.635173947	6.951867504	6.741466986	6.442943496	6.83541884	6.610286657	5.392317423	5.786596362	6.532940288	6.630813152	6.515699838	7.233619677	7.057450272	6.329123596	5.482202926	6.482933633	6.427941333
CCL18	6.112700133	8.518062976	5.599912842	7.74281467	6.472487771	5.22881869	6.10433666	5.925999419	6.224619835	6.649615459	6.806066226	5.017921908	7.099084761	5.696595371	4.972692654	6.942514505	8.805098948	6.786596362	6.722466024	6.287250643	7.448735798	6.568336182	5.456149035	6.568336182	5.074676686	6.655351829	7.161887682	4.465974465	5.680886921	6.155830172	5.510961919	4.608809243	6.070389328	5.217230716	7.121015401	6.187846909	3.5360529	6.731308846	5.307428525	7.110613806	7.250772132	6.960001932	6.456149035	5.716990894	5.716990894	6.259272487	7.131342539	6.022367813	6.392317423	6.636624621	7.20261362	5.666756592	6.314696526	5.452858965	6.545350645	6.613236955	5.472487771	6.350497247	7.273329387	5.865423978	7.525912261	7.317412614	7.899054756	6.378511623	7.137503524	6.153805336	7.118941073	5.378511623	6.345183447	6.660142803	7.106432078	5.62935662	5.705977902	5.10433666	6.944858446	7.264911693	6.03562391	5.392317423	4.807354922	5.129283017	9.369815424	5.0	6.672425342	5.716990894
CLC11	6.076815597	6.221103725	4.722466024	5.62935662	4.760220946	7.214319121	7.245077275	7.559185866	6.93191939	5.48864354	6.133399125	7.28169825	6.093813673	6.033423002	7.106432078	7.759555343	6.778734244	6.904484098	6.478971805	7.565292521	6.033423002	7.77148947	6.22881869	7.175923742	5.781359714	6.520422249	5.66106548	7.027905997	5.845490051	6.432959407	6.472487771	5.94016675	7.293701542	6.566815154	6.638073837	6.54689446	5.830356747	6.770829046	7.499845887	6.762880293	7.626439137	7.084276911	7.92659251	7.216260837	6.338067798	7.958842675	6.427941333	6.738767837	6.659639187	6.978424465	6.277984747	6.224966365	7.610286657	6.531381461	7.266786541	7.658925511	6.985272714	5.354028938	6.917670434	6.798309782	5.797012978	6.266786541	7.250772132	6.876516947	6.886306263	6.741466986	6.157852169	5.719731057	6.903279342	5.958842675	6.578938713	6.03562391	5.087462841	6.911691582	6.029011087	6.23457796	5.129283017	7.03562391	6.523561956	6.917670434	6.964629667	6.860466259	5.632268215	6.368069877
CRIP2	6.472487771	6.017921908	7.227856573	5.852997588	6.015693807	6.6043679	6.749534268	6.087462841	5.678071905	5.937815169	5.572889668	7.498250868	6.40599236	7.129283017	6.321928095	6.456149035	6.048759312	6.089582893	7.872213144	5.765534746	6.004501392	5.725195817	7.167919866	6.692092375	8.110613806	7.330020516	6.426770692	6.510961919	6.298498293	6.930737338	6.749534268	6.085339669	5.918863237	8.098032083	6.255500733	5.240314329	6.632268215	7.103287808	6.336283388	7.264911693	6.137503524	6.62935662	6.491853096	6.566815154	7.029011087	6.442943496	6.758889433	7.575161033	7.176921112	6.061776198	7.553229493	8.017921908	5.452858965	6.540709263	8.330468767	6.289096702	6.844234988	7.543805176	6.6395216	5.817623258	5.64385619	6.491853096	6.619119511	3.935459748	6.244125943	7.28077077	6.070389328	8.171427027	5.930737338	4.916476644	6.752213368	6.472487771	7.275193334	6.266786541	5.985949527	6.264911693	5.321928095	7.596935142	7.092757141	7.437960088	6.046578367	7.770829046	7.142617655	6.707359132
EDIL3	6.037821465	6.613236955	7.116863758	6.093813673	5.432959407	5.970393538	6.434628228	6.785288981	6.246027981	6.936637939	5.044394119	6.565292521	6.556122818	5.812498225	6.141596278	6.957682486	7.311067102	6.48703608	7.697662633	6.129283017	6.366322214	7.0	6.556122818	6.953032377	6.209453366	6.309248961	6.754887502	6.151777655	6.165911939	6.862947248	6.73470962	5.40599236	7.328226119	7.58345891	6.510961919	6.958842675	4.995484519	6.903279342	5.820178962	6.247927513	7.736063628	6.867896464	6.589463893	6.247927513	5.705977902	6.782670659	6.635173947	6.0725346	6.145677455	5.799605422	7.192785959	6.593951284	7.464341533	5.786596362	8.082681303	5.462706751	7.110613806	6.6794801	7.456149035	6.478971805	6.935459748	5.857980995	7.612499946	4.944858446	7.235535607	7.852997588	6.783980414	5.87036472	6.296457407	5.161887682	5.82527683	6.343407822	7.01346226	5.970393538	6.247927513	6.778734244	5.520422249	5.64096791	7.545350645	6.464341533	6.44625623	6.607330314	7.510170751	7.804776378
FGL2	6.77478706	6.426264755	7.30560579	6.725195817	4.247927513	6.046578367	6.58044702	6.209453366	6.646738698	7.277054876	5.652486495	7.125155131	6.665335917	6.925999419	6.240314329	6.902073579	7.184875343	5.817623258	6.749534268	6.110613806	6.289096702	5.99095486	7.413627929	8.696967526	6.840463234	6.255500733	7.069315495	6.782670659	6.77478706	7.209453366	7.765534746	5.635173947	6.757556689	8.053111336	6.285402219	6.046578367	5.887525271	7.084276911	6.745506266	6.587964989	7.047669251	6.855491443	7.334496768	6.690696444	7.60659028	7.55228484	7.165911939	6.93191939	7.199672345	6.159871337	6.517275693	6.708739041	5.675251386	6.515699838	6.776103988	6.270528942	8.232181058	7.46515823	6.427941333	6.259272487	7.04220656	6.601399391	6.454504938	6.026800059	6.454504938	6.515699838	7.520422249	6.002252452	7.091699834	4.981852653	5.906890596	7.010108453	6.577428828	5.937815169	6.517275693	6.102238194	4.62058641	7.288173968	6.856736756	6.223036338	6.330916878	6.900866808	7.608809243	7.703211467
GRN	5.06608919	7.459431619	5.842978832	6.893604905	5.746850183	5.832890014	6.452858965	6.834154981	6.559185866	5.452858965	5.807354922	5.918863237	6.059614856	5.504620392	7.004501392	6.783980414	7.205548911	7.177917792	5.332707934	6.30560579	7.057450272	6.385431037	5.563768278	5.719731057	5.017921908	7.319220503	6.348728154	5.563768278	6.669593751	4.705977902	6.236492618	7.002252452	6.951867504	5.10433666	7.492654371	6.129283017	5.548436625	5.566815154	5.587964989	5.852997588	5.669593751	5.608809243	6.076815597	6.729280846	6.966937979	5.296457407	6.87774425	6.454504938	6.64385619	6.270528942	6.359310317	5.346956889	6.336283388	5.432959407	4.459431619	7.978424465	5.855491443	5.911691582	7.182890893	5.921245889	6.327328083	6.680886921	6.665335917	7.263034406	6.807354922	6.731997787	6.94602899	5.266786541	6.876516947	6.874059203	5.683696454	5.289096702	6.571373436	6.232660757	6.905687849	7.110613806	6.163901214	6.48058827	5.649615459	5.325530332	6.355791547	4.738767837	5.557655155	5.213347282
HORN	7.381975479	6.057277278	7.088523257	6.24277569	7.782670659	6.189824559	5.694880193	5.804776378	6.449561375	6.140710456	6.98638584	5.387290708	6.58345891	4.40599236	5.201633861	6.472487771	6.213347282	7.685099172	5.781359714	6.217230716	5.240314329	5.738767837	6.191799501	5.286835884	5.632268215	5.599912842	6.469234794	7.290018847	7.666046429	4.949534933	6.614709844	6.167919866	4.09592442	5.752213368	6.074676686	6.799605422	5.083213368	7.050936965	5.520422249	5.50779464	6.197708158	5.232660757	5.429615964	6.842978832	6.87774425	6.592457037	5.289096702	5.62058641	6.498250868	6.206293266	6.155830172	6.175923742	5.669593751	6.057450272	6.144160134	6.778734244	6.0725346	5.557655155	6.326051838	6.94217716	6.469234794	7.392317423	6.165911939	7.120026391	6.223036338	6.098032083	6.242221395	5.392317423	6.982993575	5.465974465	6.267940221	6.253611152	5.809928866	6.366322214	6.899659026	6.361066489	6.94016675	6.059614856	6.285402219	5.368069877	6.090135998	5.354028938	5.40599236	5.602884409
FCGBP	5.703211467	6.39274357	5.626439137	6.118941073	5.209453366	6.783980414	5.862947248	9.313109776	6.883865155	6.475733431	6.037422197	6.860466259	6.246027981	6.431288654	5.995484519	6.187846909	6.255500733	8.731658449	7.213347282	4.935459748	6.815063017	8.354910512	6.61176256	5.251719093	4.371558863	6.373300197	6.050936965	6.312882955	6.031218731	6.12722055	6.224966365	5.930737338	7.932510053	5.804776378	8.46311562	6.955359305	5.285402219	5.402585758	5.812498225	6.368069877	5.770829046	5.799605422	6.392317423	5.201633861	6.818901676	5.663913842	5.935459748	7.316507819	6.383704292	6.215290306	6.361066489	5.422905743	5.87282876	6.462706751	5.754887502	6.465974465	6.04220656	5.703211467	6.207502459	5.847996907	5.892391026	5.984133595	5.569855608	6.516638754	6.422905743	6.592457037	6.790511412	4.925999419	6.121015401	5.482202926	6.341630009	6.46760555	5.004501392	7.62935662	7.584210901	6.163901214	6.836681593	8.01346226	6.0	6.424586226	5.526694846	6.50779464	5.236492618	6.311067102
IBP3	8.613605318	5.791814071	6.451211112	6.73470962	6.129283017	6.395748328	6.411087227	6.22881869	6.316507819	7.173926932	5.314696526	5.997744026	7.005624549	5.708739041	5.847996907	6.965784285	7.567575869	6.03562391	7.365447589	5.902073579	5.300123725	6.402585758	6.58044702	8.079484784	6.871597266	6.539158811	8.632995197	6.82527683	7.53838296	6.441284272	7.170926525	5.217230716	6.447909749	6.462706751	6.981852653	6.38024459	5.165911939	7.195741293	6.195741293	4.95419631	7.55228484	6.790511412	6.613236955	5.867896464	6.301953395	6.592457037	7.138527801	5.442943496	5.48864354	6.917670434	6.159871337	5.572889668	5.880195729	6.114783447	6.110613806	7.282625134	6.896029603	5.655351829	6.768184325	5.078951341	7.122051448	6.539158811	6.617651119	5.770829046	6.64385619	6.167919866	7.761551232	5.830356747	5.741466986	5.346956889	6.400879436	6.988684687	7.748863715	6.044394119	6.015693807	6.312882955	6.087462841	5.899659026	7.188836073	6.240314329	5.157852169	5.652486495	6.894817763	7.230741003
IBP5	8.2244841	5.719731057	8.024585638	6.441284272	4.10433666	6.48703608	6.341630009	5.815063017	6.616181231	7.757556689	5.213347282	7.233619677	6.283551423	5.587964989	5.602884409	6.829088444	8.239837169	6.956521363	6.87282876	6.376776572	4.968090752	5.894817763	6.22881869	6.646738698	6.716990894	6.238404739	8.00506308	6.778734244	6.571373436	5.008988783	5.87282876	5.263034406	6.593951284	5.666756592	7.536830005	6.749534268	5.754887502	7.005624549	5.837943242	4.399171094	7.388017285	6.395748328	6.917670434	6.238404739	5.371558863	6.836681593	7.340740281	5.354028938	4.862947248	6.642412773	6.14363831	4.517275693	5.944858446	6.474111514	6.118941073	7.392317423	7.843607046	5.017921908	6.998872454	5.770829046	7.517275693	7.082149041	6.526694846	5.44625623	6.871597266	6.125155131	7.435461914	5.303780748	5.381975479	5.121015401	6.251719093	6.806066226	8.299208018	7.237448996	7.137503524	6.871597266	5.593951284	5.554588852	7.254556252	4.977279923	5.51412226	5.840463234	6.314696526	6.165911939
IBP7	6.662490364	5.070389328	7.263034406	5.116863758	4.925999419	6.910492832	6.969242604	6.744161096	5.074676686	5.817623258	4.887525271	8.698357406	7.688600011	6.696272084	6.371558863	7.100136671	7.160879862	6.093813673	7.933100475	6.942514505	5.026800059	6.217230716	6.632268215	6.836681593	6.325530332	6.303780748	7.054197294	7.343407822	5.703211467	7.074676686	6.137503524	5.336283388	6.118941073	7.185866545	6.338067798	6.085339669	5.213347282	6.339850003	5.475733431	6.672425342	6.66106548	6.610286657	7.632268215	5.965784285	6.534497434	6.62935662	5.956521363	7.040015679	5.646738698	4.321928095	8.2644426	7.39145842	5.765534746	6.834154981	9.550362015	5.244125943	7.545350645	6.903279342	6.812498225	5.66106548	5.840463234	5.840463234	6.549977143	3.700439718	5.930737338	7.782670659	5.602884409	7.277984747	4.452858965	4.897240426	6.437960088	5.733354341	6.651051691	5.714245518	5.422905743	6.223036338	5.01346226	8.542644987	8.271463028	7.041111535	5.855491443	7.63008507	7.921840937	6.411087227
ALS	6.266786541	6.081083929	5.617651119	5.357552005	6.908092341	6.961160258	5.680886921	6.114783447	6.300123725	6.985272714	7.55228484	5.778734244	6.452858965	4.87282876	6.373300197	6.686500527	8.30833903	7.834787049	5.700439718	4.949534933	7.189824559	7.20261362	7.21042783	6.528258743	5.40599236	4.277984747	6.411087227	6.917670434	7.031218731	4.129283017	6.506208389	6.022367813	6.091699834	5.325530332	5.201633861	7.060695932	3.03562391	5.99095486	4.935459748	5.026800059	6.776103988	5.683696454	5.776103988	4.614709844	4.842978832	6.332707934	5.504620392	5.165911939	5.09592442	6.490249211	5.865423978	4.738767837	7.87774425	6.809928866	6.712870868	5.296457407	7.699051844	5.465974465	6.087462841	7.17990909	6.95419631	5.995484519	7.289096702	6.432959407	6.586464526	5.61176256	6.076815597	5.129283017	6.87282876	6.655351829	5.475733431	6.780047576	6.211401637	6.338067798	8.352264173	6.630813152	6.601399391	5.259272487	5.87282876	5.217230716	5.169925001	5.004501392	4.968090752	6.746850183
MFGM	6.417852515	6.721099189	7.851124363	6.226893814	4.478971805	6.834154981	6.504620392	6.974988112	5.855491443	7.147713722	5.409390936	6.951867504	6.646738698	6.958842675	6.285402219	7.157852169	6.844234988	6.085339669	6.844234988	7.002252452	5.914086097	6.387155718	6.904484098	6.943686952	6.811214118	6.836681593	5.887525271	6.5360529	5.54225805	7.526694846	7.272396509	5.510961919	8.187352073	8.138015753	7.022367813	6.469234794	4.744161096	7.964629667	6.187846909	6.803485376	7.748863715	7.472487771	6.961160258	6.752213368	6.135452784	6.816343705	6.883865155	6.638073837	6.787902559	6.592457037	7.556122818	7.62935662	7.029011087	6.348728154	7.322829498	6.287250643	7.813139851	7.199672345	7.338959175	6.093813673	6.951867504	6.044394119	6.98982022	4.760220946	7.056366761	7.491853096	6.529820947	7.193771743	5.837943242	4.364572432	5.997744026	6.972692654	7.159871337	6.506208389	6.307428525	6.893604905	5.371558863	6.375039431	7.936637939	7.14974712	6.523561956	7.503825738	8.314243347	7.358431429
LTBP4	6.551516018	6.369815424	6.795715007	7.046578367	6.972692654	7.138527801	6.534497434	6.475733431	6.224347379	6.912889336	6.323730338	6.659639187	6.731997787	6.711448312	6.54225805	6.638073837	6.936637939	5.694447419	6.708739041	6.601399391	5.259272487	6.325865418	5.54225805	6.988684687	6.607330314	7.049848549	6.777419716	7.114783447	6.845490051	6.700439718	6.715944865	8.347842794	7.081083929	7.325530332	7.449561375	6.758889433	6.483815777	6.735625038	6.616181231	6.537606691	6.762880293	6.529820947	6.686500527	7.055282436	6.444600814	6.316507819	7.518849829	6.62058641	6.587964989	6.125155131	5.605849867	6.499845887	6.359310317	6.87282876	6.716990894	6.708739041	6.261154673	6.894817763	6.76420813	5.757556689	6.936637939	7.021257621	6.532940288	6.061776198	6.361066489	6.803485376	7.285402219	6.703211467	6.862947248	6.624668083	6.725195817	7.166916252	7.508587112	6.381975479	6.865423978	6.50779464	6.004501392	7.314696526	6.882643049	6.501439145	6.506208389	6.9795681	6.357713869	7.029011087
